key,translation
iron_spear,Залізний спис
irrigate,Зрошувати
irrigation,Зрошення
irrigation_canals,Орошувальні канали
item_required,Item required
items,Предмети
kiln,Піч для випалювання
kinetic,Kinetic
knowledge,Знання
knowledge_points,Знання
knowledge_table,Стіл знань
labor_type,Labor type
language,Мова
language_change_warning,Будь ласка перезавантажте гру щоб зміни набрали чинності
language_name,Українська
learning,Навчання
leather,Шкіра
leather_outfit,Шкіряний одяг
left_click,Лівий клік
level,Рівень
light,Легкий
load_game,Завантажити гру
low_light,Погана освітленість
mammoth,Мамонт
manure,Гній
manure_drying_area,Місце для сушіння гною
manure_drying_area_description,Використовується для сушіння гною
mealing_stone,Зернотертка
mealing_stone_description,Найдавніший пристрій для помелу зерна
mechanical_crusher,Механічний подрібнювач
mechanical_millstone,Механічний жорнов
mechanisms,Механізми
medicine,Ліки
melee_damage,Пошкодження в ближньому бою
mesolithic,Мезоліт
metallurgy,Металургія
millstone,Жорна
mine,Видобувати
mine_description,Використовується для видобутку ресурсів із шахт. Генерує поклади навколо себе
mine_mine,Шахта
mining_labor,Гірнича справа
moderate,Помірний
moisture,Вологість
mortar_and_pestle,Ступка з товкачиком
mouflon,Муфлон
movement_speed,Швидкість переміщення
mudbrick,Глиняна цегла
mudbrick_dryer,Сушарка для саману
mudbrick_floor,Саманна підлога
mudbrick_hut,Саманна хатина
mudbrick_wall,Соманна стіна
music_volume,Гучність музики
name,Назва
neolithic,Неоліт
new_game,Нова гра
new_settlers,Нові поселенці
new_settlers_arrived,Прибули нові жителі
new_technologies_available,Доступні нові технології
noria,Норія
noria_description,Використовується для підйому води з колодязя та направлення її по зрошувальних каналах
number_of_fish,Кількість риби
number_of_uses,Кількість використань
nutrition,Поживність
oak,Дуб
oil_lamp,Каганець
oil_lamp_description,"Використовується для освітлення, використовує олії та тваринні жири як паливо"
old,Старий
open,Відчинити
open_game_data_folder,Відкрити папку з даними гри
oven,Піч
paleolithic,Палеоліт
palisade,Частокіл
paste,Вставити
pause,Пауза
pea,Горох
pea_seeds,Горохові насіння
pea_soup,Гороховий суп
peaceful_mode,Мирний режим
peas,Горох
pemmican,Пемікан
per_day,за день
pets,Вихованці
pig,Свиня
plant,Рослинка
plant_action,Plant
planting,Planting
plow,Plow
plowing,Оранка
point_of_entry_to_a_space_which_is_enclosed_by_walls,Прохід в стіні що зачиняється
pot_of_beer,Глечик з пивом
pot_of_honey,Глечик з медом
pot_of_mead,Глечик з медовухою
pot_of_milk,Глечик з молоком
pot_of_water,Глечик з водою
pot_of_wine,Глечик з вином
pottery,Гончарство
pregnancy,Вагітність
primitive_animal_dwelling,Примітивне житло для тваринок
primitive_dwelling,Примітивне житло
primitive_medicine,Примітивна медицина
primitive_school_description,Використовується для здобування знань
priority,Пріорітет
produce_energy,Produce energy
production,Виробництво
production_limit,Ліміт виробництва
productivity,Продуктивність
progress,Прогрес
projectile_speed,Швидкість снаряду
protects_against_low_temperatures,Захищає від низьких температур
rain,Дощ
raisin,Родзинки
raisin_buns,Булочка з родзинками
ranching,Скотарство
range_damage,Пошкодження в бою на відстані
ration,Раціон
raw_fish,Сира риба
raw_meat,Сире мясо
raw_skin,Сира шкіра
recharge_time,Час перезаряджання
recipe,Рецепт
recipes,Рецепти
remove_equipment,Зняти екіпірування
rename,Перейменувати
repeat,Повторити
repeat_until_production_limits_are_reached,Повторювати до досягнення встановлених лімітів виробництва
required,Необхідно
required_technology,Необхідна технологія
resource,Ресурс
resources,Ресурси
rest,Відпочинок
result,Результат
resume,Продовжити
return_to_the_future,Повернутись в майбутнє
right_click,Правий клік
satiety,Ситість
save,Зберегти
season,Пора року
seeds,Сім'я
selling,Продаж
settlement,Поселення
settler_corpse,Мрець
settlers,Поселенці
sheaf_of_barley,Сноп ячменю
sheep,Вівця
shelf_life,Термін придатності
shelf_life_of_products,Строк зберігання продуктів
show_resource_in_the_general_list,Показувати ресурс у загальному списку
side_item,Побічний предмет
skin_drying_rack,Сушарка для шкіри
skin_tent,Хатинка з шкур
skins_outfit,Шкіряний одяг
slaughter,Забити
sleep,Сон
sleeping,Сон
sleeping_on_the_ground,Сон на землі
sling,Праща
soil,Грунт
sound_volume,Гучність звуку
sowing,Посів
spawn_time,Час спавна
speed,Швидкість
spinning,Прядіння
spinning_wheel,Прядка
spoilage_rate,Швидкість псування
spoiled,Зіпсований
spring,Весна
spruce,Spruce
stick_hut,Хатина з палиць
stockpile,Склад
stone,Камінь
stone_axe,Камяна сокира
stone_deposit,Родовище каміння
stone_floor,Камяна підлога
stone_harpoon,Камяний гарпун
stone_hoe,Камяна мотика
stone_pick,Камяне кайло
stone_pieces,Шматочки каміння
stone_sickle,Камяний серп
stone_spear,Камяний спис
stone_tools,Кам'яні інструменти
stone_wall,Камяна стіна
stopped_due_to,Зупинено через: {0}
storage,Сховище
stored,Зберігається
strong,Сильний
summer,Літо
supplying,Постачання
tailors_workshop,Кравецька майстерня
tannery,Дубильня
tanning,Вичинка
tarpan,Тарпан
technologies,Технології
temperature,Температура
the_settlers_are_freezing,Ваші жителі мерзнуть
the_settlers_are_starving,Ваші жителі голодають
the_settlers_are_unhappy,Ваші жителі нещасні
thresher,Молотілка
thresher_description,"Використовується для обмолоту рослин, щоб відокремити насіння від сіна"
threshing_floor,Тік
threshing_floor_description,"Використовується для масового обмолоту рослин 
тваринами, щоб відокремити насіння від сіна"
time,Час
time_machine,Машина часу
time_machine_description,Прилад для подорожей в часі
tin_deposit,Родовище олова
tin_ore,Оловяна руда
to_do_the_job_of_x_you_need_tools,Для роботи {0} потрібні інструменти
tool_optional,Tool (Optional)
tool_required,Tool (Required)
tool_type,Тип інструменту
tools,Приладдя
torch,Смолоскип
torch_description,Використовується для освітлення простору
total_speed,Загальна швидкість
trade,Торгувати
trading,Торгівля
trading_post,Торгова лавка
trading_post_assortment_update,Оновився асортимент торгових крамниць!
trading_post_description,Дозволяє купувати та продавати товари. Оновлює свій асортимент разів на добу
travel_speed,Швидкість переміщення
treadmill,Мускульний привід
treadmill_description,Перетворює енергію тварин і поселенців на механічну енергію
tree_farming,Tree farming
turn_off_music,Вимкнути музику
turn_on_music,Увімкнути музику
unassign_from,Відкріпити від {0}
unfired_pot,Unfired pot
uproot,Uproot
used_for_automated_grinding_of_grain,Використовується для автоматичного помолу зерна
used_for_coal_production,Використовується для виготовлення вугілля
used_for_cooking,Використовується для приготування їжі
used_for_drying_adobe,Використовується для сушіння саману
used_for_drying_food,Використовується для сушіння їжі
used_for_drying_skins,Використовується для сушіння шкіри
used_for_firing_ceramic_products,Використовується для випалювання керамічних виробів
used_for_fishing,Використовується для рибальства
used_for_forging_copper_and_bronze_tools,Використовується для виковування мідних та бронзових виробів
used_for_forging_iron_tools,Використовується для кування залізних інструментів
used_for_growing_plants,Використовується для вирощування рослинок
used_for_mining,Використовується для добування корисних копалин
used_for_quick_cooking,Використовується для швидкого приготування їжі
used_for_quick_grinding_of_grain,Використовується для швидкого помолу зерна
used_for_spinning_yarn,Використовується для прядіння пряжі
used_for_storing_resources,Використовується для зберігання ресурсів
used_for_tanning_skins,Використовується для дублення шкіри
used_to_bury_the_dead,Використовується для поховання померлих
used_to_collect_water,Використовується для збирання води
used_to_create_advanced_tools,Використовується для створення продвинутых інструментів
used_to_create_primitive_tools,Використовується для виготовлення примітивних інструментів
used_to_cross_water,Використовується щоб перетнути водну перешкоду
used_to_crushing_resources,Використовується для подрібнення ресурсів
used_to_ferment_foods,Використовується для виготовлення методом бродіння
used_to_grinding_and_crushing_resources,Використовується для подрібнення та розкришення ресурсів
used_to_make_clothes,Використовується для створення одягу
used_to_smelting_metals_from_its_ores,Використовується для виплавлення металів з руд
used_to_weave_cloth,Використовується для виготовлення тканин
value,Ціна
view_settler,Оглянути поселенця
vomiting,Блювота
wall,Стіна
wall_description,"Будова будівля, що служить для створення непрохідного загородження"
walls,Стіни
warm_clothing,Теплий одяг
warm_fur_clothes,Теплий одяг з хутра
warm_knitted_clothes,Теплий вязаний одяг
warm_place,Тепле місце
warp_weighted_loom,Warp-weighted loom
was_killed_by,{0} був убитий {1}
water_gathering_place,Місця для збирання води
weapon,Зброя
weaving,Ткацтво
well,Колодязь
wild_bee_hive,Дикий вулик бджіл
wind,Вітер
windmill,Вітряний млин
windmill_description,Converts wind energy into mechanical energy
windowed,Віконний режим
winter,Зима
winter_cold,Зимовий холод
wolf,Вовк
wolf_domestication,Приручення вовка
wood,Деревина
wood_pieces,Шматочки дерева
woodcutting,Рубання
wooden_cart,Деревяний візок
wooden_gate,Дерев'яні ворота
wooden_harpoon,Деревяний гарпун
wooden_plow,Деревяний плуг
wooden_spear,Деревяний спис
wool,Вовна
wool_cloth,Вовняна тканина
wool_clothing,Вовняний одяг
wool_yarn,Вовняна пряжа
work,Робота
workers,Робітники
workshop,Майстерня
world_name,Назва світу
world_seed,World seed
world_settings,Налаштування світу
world_size,Розмір світу
world_with_that_name_already_exists,Світ з таким ім'ям уже існує
woven_clothing,Тканий одяг
x_died_from_the_cold,{0} помер від холоду
x_died_of_old_age,{0} помер від старості
x_died_of_starvation,{0} помер з голоду
x_got_the_y_effect,{0} отримав ефект {1}
x_is_already_assigned_to_another_hut,{0} вже призначений до іншої хатини
x_is_already_assigned_to_this_hut,{0} вже призначений до цієї хатини
yarn,Пряжа
сut_automatically_description,Автоматично зрізати рослинку після повного дозрівання
