key,translation
assign_a_pet,Assign a pet
assign_a_settler,Assign a settler
assign_to,Assign to {0}
assign_x_to_this_hut,Assign {0} to this hut
assigned_to,Assigned to {0}
attack,Atacar
aurochs,Auroque
auto_clean_pen,Auto-clean pen
auto_collect_honey,Automatically collect honey
auto_collect_wild_honey,Automatically collect wild honey
auto_harvest,Auto-harvest
automatically_empty_the_trap,Automatically empty the trap
automatically_mine_spawned_deposits,Automatically mine spawned deposits
autumn,Outono
back,Voltar
barley,Cevada
barley_seeds,Sementes de cevada
barn,Celeiro
base_speed,Velocidade básica
basket,Cesta
bee_hive,Colmeia de abelhas
bee_hive_description,Produz mel duas vezes mais eficientemente que uma colmeia selvagem
beekeeping,Apicultura
beeswax,Cera de abelha
bloomery,Forja catalã
boar,Javali
bone,Osso
bone_harpoon,Arpão de osso
bone_sickle,Foice de osso
bone_spear,Lança de osso
bone_tools,Ferramentas de osso
bow,Arco
brewing,Fermentação
brick,Tijolo
brick_floor,Brick floor
brick_wall,Brick wall
bridge,Ponte
bronze,Bronze
bronze_age,Era do Bronze
bronze_axe,Machado de bronze
bronze_harpoon,Arpão de bronze
bronze_hoe,Enxada de bronze
bronze_pick,Picareta de bronze
bronze_sickle,Foice de bronze
bronze_smelting,Fundição de bronze
bronze_spear,Lança de bronze
build_irrigation_canal,Construir canal de irrigação
building,Construção
bunch_of_peas,Bunch of peas
burial,Sepultamento
buying,Buying
calm,Calm
cancel,Cancelar
cancel_x,Cancel: {0}
capacity,Capacidade
catch_fish,Catch fish
cattle,Vaca
causes,Causes
ceramic_pot,Jarro de cerâmica
chainmail,Cota de malha
chalcolithic,Calcolítico
chance,Chance
charcoal,Carvão
charcoal_kiln,Forno à carvão
cheese,Queijo
cheesemaking,Fabricação de queijo
child,Criança
chop,Cortar
clay,Barro
clay_barn,Celeiro de barro
clay_deposit,Depósito de barro
clay_hut,Barraca de barro
clay_oven,Forno de barro
clone,Clone
close,Fechar
cloth,Tecido
clothes,Roupas
come_here,Venha aqui
command_line,linha de comando
connected,Conectado
consumption,Consumo
containers,Recipientes
cooked_fish,Peixe cozido
cooked_meat,Carne cozida
cooking,Cozinha
copper,Cobre
copper_axe,Machado de cobre
copper_deposit,Depósito de cobre
copper_harpoon,Arpão de cobre
copper_hoe,Enxada de cobre
copper_ore,Minério de cobre
copper_pick,Picareta de cobre
copper_reaper,Foice de cobre
copper_sickle,Foice de cobre
copper_smelting,Fundição de cobre
copper_smithy,Forja de cobre
copper_spear,Lança de cobre
copy,Copiar
copy_settings,Copiar configurações
cozy_hut,Cozy hut
cozy_tent,Cozy tent
craft_an_item,Craft an item
crafter,Artesão
crafting,Criação
create,Criar
credits,Créditos
crossbow,Besta
crushed_copper_ore,Minério de cobre esmagado
crushed_iron_ore,Minério de ferro esmagado
crushed_tin_ore,Minério de estanho esmagado
culinary_ingredients,Ingredientes de culinária
cures,Cures
cut,Colher
cut_automatically,Colher automaticamente
cut_completely,Colher completamente
cut_now,Colher agora
dandelion,Dente-de-leão
day,Dia
days,dias
days_until_aging_x,Days until aging: {0}
days_until_death_x,Days until death: {0}
decline,Declínio
defense,Defesa
depends_on_wind_speed,Depends on wind speed
deposit,Depósito
destruct,Destruir
destruct_irrigation_canal,Destruir o canal de irrigação
destruct_surface,Destruct surface
destruct_wall,Destruct wall
dirt_path,Caminho de terra
dirty_animal_pen,Dirty animal pen
disable_all,Desabilitar todos
disband,Dissolva
disconnected,Desconectado
dog,Cão
dolmen,Dólmen
domesticate,Domesticar
domestication_chance_x_percent,Domestication chance: {0}%
drop_spindle,Fuso
dry_fish,Peixe seco
dry_manure_fuel,Combustível de esterco seco
dry_meat,Carne seca
dry_skin,Pele curada
durability,Durabilidade
duration_x_hours,Duration: {0:0.0} hours
duration_x_minutes,Duration: {0} minutes
edge_scrolling_camera,Edge scrolling camera
effects,Effects
efficiency,Eficiência
enable_all,Ativar todos
energy,Energia
energy_available,Energia disponível
energy_consumer,Consumidor de energia
energy_consumption,Consumo de energia
energy_output,Saída de energia
energy_production,Energy production
energy_source,Fonte de energia
energy_type,Energy type
equip,Equipar
equipment,Equipment
exit_to_desktop,Sair para a área de trabalho
exit_to_main_menu,Sair para o menu principal
experience_points,Pontos de experiência
farm_plot,Plantação
farming,Agricultura
felling,Abate
fermenting_pot,Jarro de fermentação
fertilize,Fertilizar
fertilizer,Fertilizante
fertilizers,Fertilizantes
fertilizing,Fertilização
fiber,Fibra
fish_trap,Armadilha para peixes
fishing,Pesca
fishing_place,Local de pesca
fishing_rod,Cana de pesca
flatbread,Pão pita
flax,Linho
floor,Piso
flour,Farinha
flowers,Flores
food,Alimentos
food_dryer,Desidratador de alimentos
food_drying,Desidratação
food_poisoning,Food poisoning
food_poisoning_cure,Food poisoning cure
food_storage_hut,Cabana de armazenamento de alimentos
food_storage_hut_description,Usado para armazenar alimentos. Mantém os alimentos frescos por muito tempo
free_up,Free up
freshness,Frescor
fuel,Combustível
fullscreen,Tela cheia
future,Futuro
game_finished,Jogo finalizado
game_menu,Menu
gas,Gas
gather,Coletar
gather_stone,Gather stone
gather_wood,Gather wood
gathering,Coleta
gathering_labor,Gathering
grain_processing,Processamento de grão
grape,Uva
grape_bush,Videira
grave,Cova
growth_progress,Progresso do crescimento
growth_speed,Vel. de crescimento
happiness,Felicidade
harvesting,Colheita
has_joined_your_settlement,{0} has joined your settlement
hauling,Transporte
hay,Feno
haystack,Palheiro
haystack_description,Usado para armazenar feno
health,Saúde
hearth,Forno
herbalist_table,Herbalist table
herbalist_table_description,Used to create primitive medicines
honey,Querida
honeycomb,Favo de mel
horse,Cavalo
hours,Horas
hunger,Hunger
hunt,Caçar
hunting,Caça
hut,Barraca
information,Information
ingredients,Ingredientes
inventory,Inventory
iron,Ferro
iron_age,Era do Ferro
iron_axe,Machado de ferro
iron_bloom,Lupa
iron_deposit,Depósito de ferro
iron_harpoon,Arpão de ferro
iron_hoe,Enxada de ferro
iron_ore,Minério de ferro
iron_pick,Picareta de ferro
iron_sickle,Foice de ferro
iron_smelting,Fundição de ferro
iron_smithy,Forja de ferro
iron_spear,Lança de ferro
irrigate,Irrigar
irrigation,Irrigação
irrigation_canals,Canais de irrigação
item_required,Item required
items,Itens
kiln,Forno
kinetic,Kinetic
knowledge,Conhecimento
knowledge_points,Pontos de Conhecimento
knowledge_table,Knowledge table
labor_type,Labor type
language,Idioma
language_change_warning,"Por favor, reinicie o jogo para que as alterações tenham efeito"
language_name,Português Brasileiro
learning,Aprendendo
leather,Couro
leather_outfit,Conjunto de couro
left_click,Clique com o botão esquerdo
level,Nível
light,Light
load_game,Carregar jogo
low_light,Low light
mammoth,Mamute
manure,Adubo
manure_drying_area,Manure drying area
manure_drying_area_description,Used for drying manure
mealing_stone,Moedor de grãos
mealing_stone_description,Used for processing grain and seeds
mechanical_crusher,Triturador mecânico
mechanical_millstone,Mó mecânica
mechanisms,Mecanismos
medicine,Medicine
melee_damage,Dano corpo a corpo
mesolithic,Mesolítico
metallurgy,Metalurgia
millstone,Mó de moinho
mine,Minerar
mine_description,Used to extract resources from mines. Generates deposits around itself
mine_mine,Minha
mining_labor,Mineração
moderate,Moderate
moisture,Umidade
mortar_and_pestle,Almofariz com pilão
mouflon,Muflão
movement_speed,Movement speed
mudbrick,Barraca de tijolo de barro
mudbrick_dryer,Secador de tijolos de barro
mudbrick_floor,Mudbrick floor
mudbrick_hut,Barraca de tijolo de barro
mudbrick_wall,Mudbrick wall
music_volume,Music volume
name,Nome
neolithic,Neolítico
new_game,Novo jogo
new_settlers,Novos colonos
new_settlers_arrived,Novos colonos chegaram
new_technologies_available,Novas tecnologias disponíveis
noria,Nora
noria_description,Usado para elevar água de um poço e direcioná-la através de canais de irrigação
number_of_fish,Número de peixes
number_of_uses,Number of uses
nutrition,Nutrição
oak,Carvalho
oil_lamp,Lâmpada a óleo
oil_lamp_description,"Usado para iluminação, utiliza óleos e gorduras animais como combustível"
old,Velho
open,Abrir
open_game_data_folder,Abra a pasta de dados do jogo
oven,Forno
paleolithic,Paleolítico
palisade,Paliçada
paste,Colar
pause,Pausa
pea,Ervilha
pea_seeds,Sementes de ervilha
pea_soup,Sopa de ervilha
peaceful_mode,Modo pacifico
peas,Ervilhas
pemmican,Pemmican
per_day,por dia
pets,Pets
pig,Porco
plant,Plantar
planting,Planting
plowing,Arar
point_of_entry_to_a_space_which_is_enclosed_by_walls,Ponto de entrada em um local que está clausurado por muros
pot_of_beer,Jarro de cerveja
pot_of_honey,Pote de mel
pot_of_mead,Pote de hidromel
pot_of_milk,Jarro de leite
pot_of_water,Jarro de água
pot_of_wine,Jarro de vinho
pottery,Cerâmica
pregnancy,Gravidez
primitive_animal_dwelling,Moradia primitiva de animais
primitive_dwelling,Habitação primitiva
primitive_medicine,Primitive medicine
primitive_school_description,Usado para ganhar pontos de conhecimento
priority,Prioridade
produce_energy,Produce energy
production,Produção
production_limit,Limite de produção
productivity,Productivity
progress,Progresso
projectile_speed,Velocidade do projétil
protects_against_low_temperatures,Protege contra temperaturas baixas
rain,Chuva
raisin,Uva passa
raisin_buns,Raisin buns
ranching,Pecuária
range_damage,Dano de alcance
ration,Ração
raw_fish,Peixe cru
raw_meat,Carne crua
raw_skin,Pele crua
recharge_time,Tempo de recarga
recipe,Receita
recipes,Receitas
remove_equipment,Remove equipment
rename,Renomear
repeat,Repetir
repeat_until_production_limits_are_reached,Repetir até que os limites de produção sejam alcançados
required,Necessário
required_technology,Tecnologia necessária
resource,Recurso
resources,Recursos
rest,Descanso
result,Resultado
resume,Continuar
return_to_the_future,Voltar para o futuro
right_click,Clique com o botão direito
satiety,Saciedade
save,Salvar
season,Temporada
seeds,Sementes
selling,Selling
settlement,Assentamento
settler_corpse,Cadáver de colono
settlers,Colonos
sheaf_of_barley,Feixe de cevada
sheep,Ovelha
shelf_life,Shelf life
shelf_life_of_products,Prazo de validade dos produtos
show_resource_in_the_general_list,Show resource in the general list
side_item,Side item
skin_drying_rack,Prateleira de secagem de pele
skin_tent,Tenda de pele
skins_outfit,Roupa de couro
slaughter,Abate
sleep,Sono
sleeping,Sleeping
sleeping_on_the_ground,Sleeping on the ground
sling,Estilingue
soil,Solo
sound_volume,Volume do som
sowing,Semeadura
spawn_time,Spawn time
speed,Velocidade
spinning,Fiação
spinning_wheel,Roda de fiar
spoilage_rate,Taxa de deterioração
spoiled,Estragado
spring,Primavera
spruce,Spruce
stick_hut,Barraca de gravetos
stockpile,Reserva
stone,Pedra
stone_axe,Machado de pedra
stone_deposit,Depósito de pedra
stone_floor,Piso de pedra
stone_harpoon,Arpão de pedra
stone_hoe,Enxada de pedra
stone_pick,Picareta de pedra
stone_pieces,Pedaços de pedra
stone_sickle,Foice de pedra
stone_spear,Lança de pedra
stone_tools,Ferramentas de pedra
stone_wall,Muro de pedra
stopped_due_to,Interrompido por causa de: {0}
storage,Armazenamento
stored,Armazenado
strong,Strong
summer,Verão
supplying,Reabastecimento
tailors_workshop,Oficina de alfaiate
tannery,Curtume
tanning,Curtume
tarpan,Tarpã
technologies,Tecnologias
temperature,Temperatura
the_settlers_are_freezing,Os colonos estão congelando
the_settlers_are_starving,Os colonos estão morrendo de fome
the_settlers_are_unhappy,Os colonos estão infelizes
thresher,Thresher
thresher_description,Used to thresh plants to separate seeds from hay
threshing_floor,Eira
threshing_floor_description,"Used for mass animal threshing of 
plants to separate seeds from hay"
time,Tempo
time_machine,Máquina do tempo
time_machine_description,Dispositivo de viagem no tempo
tin_deposit,Depósito de estanho
tin_ore,Minério de estanho
to_do_the_job_of_x_you_need_tools,To do the job of {0} you need tools
tool_required,Tool required
tool_type,Tipo de ferramenta
tools,Ferramentas
torch,Tocha
torch_description,Used to illuminate a space
total_speed,Velocidade total
trade,Troca
trading,Comércio
trading_post,Posto de troca
trading_post_assortment_update,The assortment of trading posts has been updated!
trading_post_description,Allows you to buy and sell goods. Updates its assortment once a day
travel_speed,Velocidade de viagem
treadmill,Treadmill
treadmill_description,Converts the energy of animals and settlers into mechanical energy
tree_farming,Tree farming
turn_off_music,Desligue a música
turn_on_music,Ativar música
unassign_from,Unassign from {0}
unfired_pot,Unfired pot
uproot,Uproot
used_for_automated_grinding_of_grain,Utilizado para a moagem automática de grãos
used_for_coal_production,Utilizado para a produção de carvão
used_for_cooking,Utilizado para o cozimento de alimentos
used_for_drying_adobe,Utilizado para secar argila
used_for_drying_food,Utilizado para desidratar alimentos
used_for_drying_skins,Utilizado para a secagem de peles
used_for_firing_ceramic_products,Utilizado para o aquecimento de produtos em cerâmica
used_for_fishing,Utilizado para a pesca
used_for_forging_copper_and_bronze_tools,Utilizado para forjar ferramentas de cobre e bronze
used_for_forging_iron_tools,Usado para forjar ferramentas de ferro
used_for_growing_plants,Utilizado para o cultivo de plantas
used_for_mining,Utilizada para mineração
used_for_quick_cooking,Utilizado para cozinhar com rapidez
used_for_quick_grinding_of_grain,Utilizado para a moagem rápida de grãos
used_for_spinning_yarn,Utilizado para a fiação
used_for_storing_resources,Utilizado para armazenar recursos
used_for_tanning_skins,Utilizado no curtume de peles
used_to_bury_the_dead,Utilizado para enterrar os mortos
used_to_collect_water,Utilizado para a coleta de água
used_to_create_advanced_tools,Utilizado para a criação de ferramentas avançadas
used_to_create_primitive_tools,Utilizado para a criação de ferramentas primitivas
used_to_cross_water,Utilizado para atravessar a água
used_to_crushing_resources,Utilizado para triturar recursos
used_to_ferment_foods,Utilizado para a fermentação de alimentos
used_to_grinding_and_crushing_resources,Utilizado para moer e esmagar recursos
used_to_make_clothes,Usado para fazer roupas
used_to_smelting_metals_from_its_ores,Utilizado para derreter metais de seus minérios
used_to_weave_cloth,Utilizada para tecer os tecidos
value,Valor
view_settler,View settler
vomiting,Vomiting
wall,Muro
wall_description,A structure used to create an impassable barrier
walls,Walls
warm_clothing,Warm clothing
warm_fur_clothes,Roupas de pele quente
warm_knitted_clothes,Roupas de malha quentinhas
warm_place,Warm place
warp_weighted_loom,Warp-weighted loom
was_killed_by,{0} foi morto por {1}
water_gathering_place,Local de coleta de água
weapon,Arma
weaving,Tecelagem
well,Poço
wild_bee_hive,Colmeia de abelhas selvagens
wind,Wind
windmill,Moinho de vento
windmill_description,Converts wind energy into mechanical energy
windowed,Janela
winter,Inverno
winter_cold,Winter cold
wolf,Lobo
wolf_domestication,Domesticação do lobo
wood,Madeira
wood_pieces,Pedaços de madeira
woodcutting,Corte de madeira
wooden_cart,Carroça de madeira
wooden_gate,Portão de madeira
wooden_harpoon,Arpão de madeira
wooden_plow,Arado de madeira
wooden_spear,Lança de madeira
wool,Wool
wool_cloth,Wool cloth
wool_clothing,Wool clothing
wool_yarn,Wool yarn
work,Trabalho
workers,Trabalhadores
workshop,Oficina
world_name,Nome do mundo
world_seed,World seed
world_settings,Configurações do mundo
world_size,Tamanho do mundo
world_with_that_name_already_exists,Um mundo com este nome já existe
woven_clothing,Roupas tecidas
x_died_from_the_cold,{0} morreu de frio
x_died_of_old_age,{0} morreu de velhice
x_died_of_starvation,{0} morreu de fome
x_got_the_y_effect,{0} recebeu o efeito {1}
x_is_already_assigned_to_another_hut,{0} is already assigned to another hut
x_is_already_assigned_to_this_hut,{0} is already assigned to this hut
yarn,Fio
сut_automatically_description,Colher automaticamente a planta após o crescimento completo
