key,translation
days_until_death_x,Дней до смерти: {0}
decline,Отклонить
defense,Защита
depends_on_wind_speed,Зависит от скорости ветра
deposit,Залежь
destruct,Разрушить
destruct_irrigation_canal,Разрушить оросительный канал
destruct_surface,Разрушить покрытие
dirt_path,Грунтовая тропинка
dirty_animal_pen,Грязный загон
disable_all,Запретить все
disband,Распустить
disconnected,Отключен
dog,Собака
dolmen,Дольмен
domesticate,Приручить
domestication_chance_x_percent,Шанс одомашивания: {0}%
drop_spindle,Веретено
dry_fish,Сушеная рыба
dry_manure_fuel,Кизяк
dry_meat,Сушеное мясо
dry_skin,Сушеная шкура
durability,Прочность
duration_x_hours,Продолжительность: {0:0.0} часов
duration_x_minutes,Продолжительность: {0} минут
edge_scrolling_camera,Прокрутка камеры по краю экрана
effects,Эффекты
efficiency,Эффективность
enable_all,Разрешить все
energy,Энергия
energy_available,Доступная энергия
energy_consumer,Потребитель энергии
energy_consumption,Потребление энергии
energy_output,Выработка энергии
energy_production,Производство энергии
energy_source,Источник энергии
energy_type,Тип энергии
equip,Экипировать
equipment,Экипировка
exit_to_desktop,Выйти на рабочий стол
exit_to_main_menu,Выйти в главное меню
experience_points,Очки опыта
farm_plot,Фермерский участок
farming,Земледелие
felling,Рубка
fermenting_pot,Бродильный котел
fertilize,Удобрять
fertilizer,Удобрение
fertilizers,Удобрения
fertilizing,Удобрение
fiber,Волокно
fish_trap,Ловушка для рыб
fishing,Рыболовля
fishing_place,Место для рыбалки
fishing_rod,Удочка
flatbread,Лепешка
flax,Лён
floor,Пол
flour,Мука
flowers,Цветы
food,Еда
food_dryer,Сушилка для еды
food_drying,Сушка еды
food_poisoning,Пищевое отравление
food_poisoning_cure,Лекарство от пищевого отравления
food_storage_hut,Хижина для хранения продуктов
food_storage_hut_description,Используется для хранения пищи. Сохраняет пищу свежей в течении длительного времени
free_up,Освободить
freshness,Свежесть
fuel,Топливо
fullscreen,Полноэкранный режим
future,Будущее
game_finished,Игра завершена
game_menu,Меню
gas,Газ
gather,Собирать
gather_stone,Собирать камень
gather_wood,Собирать древесину
gathering,Сбор
gathering_labor,Собирательство
grain_processing,Обработка зерна
grape,Виноград
grape_bush,Куст винограда
grave,Могила
growth_progress,Прогресс роста
growth_speed,Скорость роста
happiness,Счастье
harvesting,Жатва
has_joined_your_settlement,{0} присоединился к вашему поселению
hauling,Переноска
hay,Сено
haystack,Стог сена
haystack_description,Используется для хранения сена
health,Здоровье
hearth,Очаг
herbalist_table,Стол травника
herbalist_table_description,Используется для создания примитивных лекарств
honey,Мёд
honeycomb,Медовые соты
horse,Лошадь
hours,Часов
hunger,Голод
hunt,Охотиться
hunting,Охота
hut,Хижина
information,Информация
ingredients,Ингредиенты
inventory,Инвентарь
iron,Железо
iron_age,Железный век
iron_axe,Железный топор
iron_bloom,Крица
iron_deposit,Залежь железа
iron_harpoon,Железный гарпун
iron_hoe,Железная мотыга
iron_ore,Железная руда
iron_pick,Железная кирка
iron_sickle,Железный серп
iron_smelting,Выплавка железа
iron_smithy,Железная кузница
iron_spear,Железное копье
irrigate,Орошать
irrigation,Орошение
irrigation_canals,Оросительные каналы
item_required,Требуется предмет
items,Предметы
kiln,Печь для обжига
kinetic,Кинетический
knowledge,Знания
knowledge_points,Очки Знаний
knowledge_table,Стол знаний
labor_type,Тип труда
language,Язык
language_change_warning,"Пожалуйста, перезапустите игру, чтобы изменения вступили в силу"
language_name,Русский
learning,Обучение
leather,Кожа
leather_outfit,Одежда из кожи
left_click,Левый клик
level,Уровень
light,Легкий
load_game,Загрузить игру
low_light,Плохая освещенность
mammoth,Мамонт
manure,Навоз
manure_drying_area,Место для сушки навоза
manure_drying_area_description,Используется для сушки навоза
mealing_stone,Зернотерка
mealing_stone_description,Древнейшее приспособление для помола зерна
mechanical_crusher,Механическая дробилка
mechanical_millstone,Механический жернов
mechanisms,Механизмы
medicine,Медицина
melee_damage,Ближний урон
mesolithic,Мезолит
metallurgy,Металлургия
millstone,Жёрнов
mine,Добывать
mine_description,Используется для извлечения залежей из шахт. Спавнит залежи вокруг себя
mine_mine,Шахта
mining_labor,Добыча полезных ископаемых
moderate,Умеренный
moisture,Влажность
mortar_and_pestle,Ступа
mouflon,Муфлон
movement_speed,Скорость перемещения
mudbrick,Саман
mudbrick_dryer,Сушилка для самана
mudbrick_floor,Саманный пол
mudbrick_hut,Саманная хижина
mudbrick_wall,Саманная стена
music_volume,Громкость музыки
name,Наименование
neolithic,Неолит
new_game,Новая игра
new_settlers,Новые поселенцы
new_settlers_arrived,Прибыли новые поселенцы
new_technologies_available,Доступны новые технологии
noria,Нория
noria_description,Используется для подъема воды с колодца и направления её по оросительным каналам
number_of_fish,Количество рыб
number_of_uses,Кол-во использований
nutrition,Питательность
oak,Дуб
oil_lamp,Масляная лампа
oil_lamp_description,"Используется для освещения, использует масла и животные жиры как топливо"
old,Старый
open,Открыть
open_game_data_folder,Открыть папку с данными игры
oven,Печь
paleolithic,Палеолит
palisade,Частокол
paste,Вставить
pause,Пауза
pea,Горох
pea_seeds,Семена гороха
pea_soup,Гороховый суп
peaceful_mode,Мирный режим
peas,Горох
pemmican,Пеммикан
per_day,в день
pets,Питомцы
pig,Свинья
plant,Растение
planting,Посадка
plowing,Пашка
point_of_entry_to_a_space_which_is_enclosed_by_walls,"Проход в стене, запираемый створами"
pot_of_beer,Кувшин с пивом
pot_of_honey,Кувшин с медом
pot_of_mead,Кувшин с медовухой
pot_of_milk,Кувшин с молоком
pot_of_water,Кувшин с водой
pot_of_wine,Кувшин с вином
pottery,Гончарное дело
pregnancy,Беременность
primitive_animal_dwelling,Примитивное жилище животных
primitive_dwelling,Примитивное жилище
primitive_medicine,Примитивная медицина
primitive_school_description,Используется для зарабатывания очков знаний
priority,Приоритет
produce_energy,Производить энергию
production,Производство
production_limit,Лимит производства
productivity,Продуктивность
progress,Прогресс
projectile_speed,Скорость снаряда
protects_against_low_temperatures,Защищает от низких температур
rain,Дождь
raisin,Изюм
raisin_buns,Булочка с изюмом
ranching,Животноводство
range_damage,Дальний урон
ration,Рацион
raw_fish,Сырая рыба
raw_meat,Сырое мясо
raw_skin,Сырая шкура
recharge_time,Время перезарядки
recipe,Рецепт
recipes,Рецепты
remove_equipment,Снять экипировку
rename,Переименовать
repeat,Повтор
repeat_until_production_limits_are_reached,Повторять до установленных лимитов производства
required,Требуется
required_technology,Требуемая технология
resource,Ресурс
resources,Ресурсы
rest,Отдых
result,Результат
resume,Продолжить
return_to_the_future,Вернуться в будущее
right_click,Правый клик
satiety,Сытость
save,Сохранить
season,Сезон
seeds,Семена
selling,Продажа
settlement,Поселение
settler_corpse,Труп поселенца
settlers,Поселенцы
sheaf_of_barley,Сноп ячменя
sheep,Овца
shelf_life,Срок хранения
shelf_life_of_products,Срок хранения продуктов
show_resource_in_the_general_list,Показывать ресурс в общем списке
side_item,Побочный предмет
skin_drying_rack,Сушилка для шкур
skin_tent,Хижина из шкур
skins_outfit,Одежда из шкур
slaughter,Забить
sleep,Сон
sleeping,Сон
sleeping_on_the_ground,Сон на земле
sling,Праща
soil,Почва
sound_volume,Громкость звука
sowing,Посев
spawn_time,Время спавна
speed,Скорость
spinning,Прядение
spinning_wheel,Прялка
spoilage_rate,Скорость порчи
spoiled,Испорчен
spring,Весна
spruce,Ель
stick_hut,Хижина из палок
stockpile,Хранилище
stone,Камень
stone_axe,Каменные топор
stone_deposit,Залежь камня
stone_floor,Каменный пол
stone_harpoon,Каменный гарпун
stone_hoe,Каменная мотыга
stone_pick,Каменная кирка
stone_pieces,Кусочки камней
stone_sickle,Каменный серп
stone_spear,Каменное копье
stone_tools,Каменные инструменты
stone_wall,Каменная стена
stopped_due_to,Остановлен из-за: {0}
storage,Хранилище
stored,Хранится
strong,Сильный
summer,Лето
supplying,Доставка
tailors_workshop,Мастерская портного
tannery,Дубильня
tanning,Дубление
tarpan,Тарпан
technologies,Технологии
temperature,Температура
the_settlers_are_freezing,Поселенцы замерзают
the_settlers_are_starving,Поселенцы голодают
the_settlers_are_unhappy,Поселенцы несчастливы
thresher,Молотилка
thresher_description,"Используется для обмолота растений, чтобы отделить семена от сена"
threshing_floor,Гумно
threshing_floor_description,"Используется для массового обмолота растений 
животными, чтобы отделить семена от сена"
time,Время
time_machine,Машина времени
time_machine_description,Устройство для путешествий во времени
tin_deposit,Залежь олова
tin_ore,Оловянная руда
to_do_the_job_of_x_you_need_tools,Для выполнения работы {0} нужны инструменты
tool_required,Требуется инструмент
tool_type,Тип инструмента
tools,Инструменты
torch,Факел
torch_description,Используется для освещения пространства
total_speed,Общая скорость
trade,Торговать
trading,Торговля
trading_post,Торговая лавка
trading_post_assortment_update,Обновился ассортимент торговых лавок!
trading_post_description,Позволяет покупать и продавать товары. Обновляет свой ассортимент раз в сутки
travel_speed,Скорость перемещения
treadmill,Мускульный привод
treadmill_description,Преобразует энергию животных и поселенцев в механическую энергию
tree_farming,Выращивание деревьев
turn_off_music,Выключить музыку
turn_on_music,Включить музыку
unassign_from,Открепить от {0}
unfired_pot,Необожженный горшок
uproot,Выкорчевать
used_for_automated_grinding_of_grain,Используется для автоматического помола зерна
used_for_coal_production,Используется для производства угля
used_for_cooking,Используется для приготовления пищи
used_for_drying_adobe,Используется для сушки самана
used_for_drying_food,Используется для сушки еды
used_for_drying_skins,Используется для сушки шкур
used_for_firing_ceramic_products,Используется для обжига керамических изделий
used_for_fishing,Используется для ловли рыбы
used_for_forging_copper_and_bronze_tools,Используется для ковки медных и бронзовых инструментов
used_for_forging_iron_tools,Используется для ковки железных инструментов
used_for_growing_plants,Используется для выращивания растений
used_for_mining,Используется для добычи полезных ископаемых
used_for_quick_cooking,Используется для быстрого приготовления пищи
used_for_quick_grinding_of_grain,Используется для быстрого помола зерна
used_for_spinning_yarn,Используется для прядения пряжи
used_for_storing_resources,Используется для хранения ресурсов
used_for_tanning_skins,Используется для дубления шкур
used_to_bury_the_dead,Используется для захоронения умерших
used_to_collect_water,Используется для сбора воды
used_to_create_advanced_tools,Используется для создания продвинутых инструментов
used_to_create_primitive_tools,Используется для создания примитивных инструментов
used_to_cross_water,Используется для пересечения воды
used_to_crushing_resources,Используется для дробления ресурсов
used_to_ferment_foods,Используется для ферментирования продуктов
used_to_grinding_and_crushing_resources,Используется для измельчения и дробления ресурсов
used_to_make_clothes,Используется для создания одежды
used_to_smelting_metals_from_its_ores,Используется для выплавки металлов из руд
used_to_weave_cloth,Используется для изготовления тканей
value,Цена
view_settler,Посмотреть поселенца
vomiting,Рвота
wall,Стена
wall_description,"Строение, служащее для создания непроходимого заграждения"
walls,Стены
warm_clothing,Тёплая одежда
warm_fur_clothes,Теплая меховая одежда
warm_knitted_clothes,Теплая вязаная одежда
warm_place,Теплое место
warp_weighted_loom,Warp-weighted loom
was_killed_by,{0} был убит {1}
water_gathering_place,Место сбора воды
weapon,Оружие
weaving,Ткачество
well,Колодец
wild_bee_hive,Дикий пчелиный улей
wind,Ветер
windmill,Ветряная мельница
windmill_description,Преобразует энергию ветра в механическую энергию
windowed,Оконный режим
winter,Зима
winter_cold,Зимний холод
wolf,Волк
wolf_domestication,Одомашнивание волка
wood,Древесина
wood_pieces,Кусочки древесины
woodcutting,Рубка
wooden_cart,Деревянная тележка
wooden_gate,Деревянные ворота
wooden_harpoon,Деревянный гарпун
wooden_plow,Деревянная соха
wooden_spear,Деревянное копье
wool,Шерсть
wool_cloth,Шерстяная ткань
wool_clothing,Шерстяная одежда
wool_yarn,Шерстяная пряжа
work,Работа
workers,Рабочие
workshop,Мастерская
world_name,Наименование мира
world_settings,Настройки мира
world_size,Размер мира
world_with_that_name_already_exists,Мир с таким именем уже существует
woven_clothing,Тканая одежда
x_died_from_the_cold,{0} умер от холода
x_died_of_old_age,{0} умер от старости
x_died_of_starvation,{0} умер от голода
x_got_the_y_effect,{0} получил эффект {1}
x_is_already_assigned_to_another_hut,{0} уже назначен к другой хижине
x_is_already_assigned_to_this_hut,{0} уже назначен к этой хижине
yarn,Пряжа
сut_automatically_description,Автоматически срезать растение после полного произрастания
