key,translation
gather_stone,Gather stone
gather_wood,Gather wood
gathering,Collecte
gathering_labor,Gathering
grain_processing,Travail du grain
grape,Raisin
grape_bush,Vigne
grave,Tombe
growth_progress,Progression croissance
growth_speed,Vitesse croissance
happiness,Bonheur
harvesting,Récolte
has_joined_your_settlement,{0} a rejoint votre colonie
hauling,Transporte
hay,Foin
haystack,Meule de foin
haystack_description,Utilisée pour stocker le foin
health,Santé
hearth,Foyer
herbalist_table,Table d'herboriste
herbalist_table_description,Utilisée pour créer des médicaments primitifs
honey,Miel
honeycomb,Rayon de miel
horse,Cheval
hours,Heures
hunger,Faim
hunt,Chasser
hunting,Chasse
hut,Hutte
information,Information
ingredients,Ingrédients
inventory,Inventory
iron,Fer
iron_age,Âge du Fer
iron_axe,Hache en fer
iron_bloom,Fleur de fer
iron_deposit,Gisement de fer
iron_harpoon,Harpon en fer
iron_hoe,Houe en fer
iron_ore,Minerai de fer
iron_pick,Pioche en fer
iron_sickle,Faucille en fer
iron_smelting,Fonderie de fer
iron_smithy,Forge de fer
iron_spear,Lance en fer
irrigate,Arroser
irrigation,Irrigation
irrigation_canals,Canaux d'irrigation
item_required,Item required
items,Objets
kiln,Four
kinetic,Cinétique
knowledge,Connaissances
knowledge_points,Points de Connaissance
knowledge_table,Table de connaissances
labor_type,Labor type
language,Langue
language_change_warning,Veuillez redémarrer le jeu pour que les modifications soient prises en compte.
language_name,Français
learning,Apprentissage
leather,Cuir
leather_outfit,Tenue en cuir
left_click,Clic gauche
level,Niveau
light,Léger
load_game,Charger Partie
low_light,Faible éclairage
mammoth,Mammouth
manure,Fumier
manure_drying_area,Manure drying area
manure_drying_area_description,Used for drying manure
mealing_stone,Meule à grains
mealing_stone_description,Used for processing grain and seeds
mechanical_crusher,Broyeur mécanique
mechanical_millstone,Meule mécanique
mechanisms,Mécanismes
medicine,Médecine
melee_damage,Dégâts de mêlée
mesolithic,Mésolithique
metallurgy,Métallurgie
millstone,Meule
mine,Miner
mine_description,Utilisé pour extraire les ressources des mines. Génère des gisements tout autour
mine_mine,Mine
mining_labor,Extraction minière
moderate,Modéré
moisture,Humidité
mortar_and_pestle,Mortier et pilon
mouflon,Mouflon
movement_speed,Vitesse de déplacement
mudbrick,Brique en argile
mudbrick_dryer,Séchoir à briques
mudbrick_floor,Sol en argile
mudbrick_hut,Hutte de brique en argile
mudbrick_wall,Mur en argile
music_volume,Volume de la musique
name,Nom
neolithic,Néolithique
new_game,Nouvelle Partie
new_settlers,Nouveaux colons
new_settlers_arrived,Nouveau colon arrivé
new_technologies_available,Nouvelle technologie disponible
noria,Noria
noria_description,Utilisé pour extraire l'eau d'un puits et la diriger vers les canaux d'irrigation.
number_of_fish,Nombre de poissons
number_of_uses,Nombre d'utilisations
nutrition,Alimentation
oak,Chêne
oil_lamp,Lampe à huile
oil_lamp_description,"Utilisée pour l'éclairage, utilise des huiles et des graisses animales comme combustible"
old,Vieux
open,Ouvrir
open_game_data_folder,Ouvrir dossier données du jeu
oven,Four
paleolithic,Paléolithique
palisade,Palissade
paste,Coller
pause,Pause
pea,Pois
pea_seeds,Graines de pois
pea_soup,Soupe de pois
peaceful_mode,Mode pacifique
peas,Pois
pemmican,Pemmican
per_day,par jour
pets,Compagnons
pig,Cochon
plant,Plante
planting,Plante
plowing,Labour
point_of_entry_to_a_space_which_is_enclosed_by_walls,Point d'entrée d’une zone entouré de murs
pot_of_beer,Jarre de bière
pot_of_honey,Pot de miel
pot_of_mead,Jarre d'hydromel
pot_of_milk,Jarre de lait
pot_of_water,Jarre d'eau
pot_of_wine,Jarre de vin
pottery,Poterie
pregnancy,Grossesse
primitive_animal_dwelling,Étable primitive
primitive_dwelling,Habitation primitive
primitive_medicine,Médecine primitive
primitive_school_description,Utilisée pour gagner des points de connaissance
priority,Priorité
produce_energy,Produce energy
production,Production
production_limit,Limite de production
productivity,Productivité
progress,Progrès
projectile_speed,Vitesse des projectiles
protects_against_low_temperatures,Protège contre les basses températures
rain,Pluie
raisin,Raisin sec
raisin_buns,Brioche aux raisins
ranching,Élevage
range_damage,Dégâts à distance
ration,Ration
raw_fish,Poisson cru
raw_meat,Viande crue
raw_skin,Peau brute
recharge_time,Temps de recharge
recipe,Recette
recipes,Recettes
remove_equipment,Remove equipment
rename,Renommer
repeat,Répéter
repeat_until_production_limits_are_reached,Répéter jusqu'à ce que les limites de production soient atteintes
required,Requis
required_technology,Technologie requise
resource,Ressource
resources,Ressources
rest,Se reposer
result,Résultat
resume,Continuer
return_to_the_future,Retour vers le futur
right_click,Clic droit
satiety,Satiété
save,Sauvegarder
season,Saison
seeds,Graines
selling,Selling
settlement,Colonie
settler_corpse,Cadavre de colon
settlers,Colons
sheaf_of_barley,Gerbe d'orge
sheep,Mouton
shelf_life,Durée de vie
shelf_life_of_products,Durée de vie produits
show_resource_in_the_general_list,Afficher ressource dans liste générale
side_item,Side item
skin_drying_rack,Séchoir à peaux
skin_tent,Tente en peau
skins_outfit,Tenue en peau
slaughter,Abattage
sleep,Dormir
sleeping,Dort
sleeping_on_the_ground,Dort par terre
sling,Fronde
soil,Sol
sound_volume,Volume sonore
sowing,Planter
spawn_time,Durée apparition
speed,Vitesse
spinning,Filage
spinning_wheel,Rouet
spoilage_rate,Taux de détérioration
spoiled,Pourri
spring,Printemps
spruce,Spruce
stick_hut,Hutte en bois
stockpile,Réserve
stone,Pierre
stone_axe,Hache en pierre
stone_deposit,Gisement de pierres
stone_floor,Sol en pierre
stone_harpoon,Harpon en pierre
stone_hoe,Houe en pierre
stone_pick,Pioche en pierre
stone_pieces,Morceaux de pierre
stone_sickle,Faucille en pierre
stone_spear,Lance en pierre
stone_tools,Outils en pierre
stone_wall,Mur en pierre
stopped_due_to,Arrêtée à cause de: {0}
storage,Stockage
stored,Stocké
strong,Fort
summer,Eté
supplying,Approvisionnement
tailors_workshop,Atelier du tailleur
tannery,Tannerie
tanning,Tannage
tarpan,Tarpan
technologies,Technologies
temperature,Température
the_settlers_are_freezing,Les colons sont gelés
the_settlers_are_starving,Les colons meurent de faim
the_settlers_are_unhappy,Les colons sont mécontents
thresher,Batteur
thresher_description,Utilisé pour battre les plantes afin de séparer les graines du foin
threshing_floor,Aire de battage
threshing_floor_description,"Utilisé pour le battage de masse des 
plantes pour séparer les graines du foin"
time,Temps
time_machine,Machine temporelle
time_machine_description,Machine pour voyager dans le temps
tin_deposit,Gisement d'étain
tin_ore,Minerai d'étain
to_do_the_job_of_x_you_need_tools,Pour faire le travail de {0} vous avez besoin d'outils
tool_required,Tool required
tool_type,Type d'outil
tools,Outils
torch,Torche
torch_description,Utilisée pour éclairer un espace
total_speed,Vitesse totale
trade,Commercer
trading,Commerce
trading_post,Poste de traite
trading_post_assortment_update,The assortment of trading posts has been updated!
trading_post_description,Allows you to buy and sell goods. Updates its assortment once a day
travel_speed,Vitesse de déplacement
treadmill,Treadmill
treadmill_description,Converts the energy of animals and settlers into mechanical energy
tree_farming,Tree farming
turn_off_music,Désactiver musique
turn_on_music,Activer musique
unassign_from,Retirer de {0}
unfired_pot,Jarre non cuite
uproot,Uproot
used_for_automated_grinding_of_grain,Utilisé pour le broyage automatisé des céréales
used_for_coal_production,Utilisé pour produire du charbon
used_for_cooking,Utilisé pour la cuisine
used_for_drying_adobe,Utilisé pour sécher l'adobe
used_for_drying_food,Utilisé pour sécher les aliments
used_for_drying_skins,Utilisé pour sécher les peaux
used_for_firing_ceramic_products,Utilisé pour la cuisson de produits céramiques
used_for_fishing,Utilisée pour la pêche
used_for_forging_copper_and_bronze_tools,Utilisée pour forger des outils en cuivre et en bronze
used_for_forging_iron_tools,Utilisée pour forger des outils en fer
used_for_growing_plants,Utilisée pour cultiver des plantes
used_for_mining,Utilisé pour l'extraction minière
used_for_quick_cooking,Utilisé pour cuire rapidement
used_for_quick_grinding_of_grain,Utilisée pour moudre rapidement des céréales
used_for_spinning_yarn,Utilisé pour filer le fil
used_for_storing_resources,Utilisée pour stocker des ressources
used_for_tanning_skins,Utilisée pour tanner les peaux
used_to_bury_the_dead,Utilisée pour enterrer les morts
used_to_collect_water,Utilisée pour collecter de l'eau
used_to_create_advanced_tools,Utilisé pour créer des outils avancés
used_to_create_primitive_tools,Utilisé pour créer des outils primitifs
used_to_cross_water,Utilisé pour traverser l'eau
used_to_crushing_resources,Utilisé pour broyer les ressources
used_to_ferment_foods,Utilisée pour fermenter les aliments
used_to_grinding_and_crushing_resources,Utilisés pour moudre et broyer les ressources
used_to_make_clothes,Utilisé pour confectionner des vêtements
used_to_smelting_metals_from_its_ores,Utilisé pour fondre les métaux à partir de leur minerai
used_to_weave_cloth,Utilisé pour confectionner du tissu
value,Valeur
view_settler,View settler
vomiting,Vomi
wall,Mur
wall_description,Une structure utilisée pour créer une barrière infranchissable
walls,Murs
warm_clothing,Vêtement chaud
warm_fur_clothes,Vêtement en fourrure
warm_knitted_clothes,Vêtement chaud tricoté
warm_place,Endroit chaud
warp_weighted_loom,Métier à tisser à poids de chaîne
was_killed_by,{0} a été tué par {1}
water_gathering_place,Zone de collecte de l’eau
weapon,Arme
weaving,Tissage
well,Puits
wild_bee_hive,Ruche d'abeilles sauvages
wind,Vent
windmill,Moulin
windmill_description,Converts wind energy into mechanical energy
windowed,Fenêtré
winter,Hiver
winter_cold,Froid hivernal
wolf,Loup
wolf_domestication,Domestication du loup
wood,Bois
wood_pieces,Morceaux de bois
woodcutting,Coupe du bois
wooden_cart,Chariot en bois
wooden_gate,Porte en bois
wooden_harpoon,Harpon en bois
wooden_plow,Charrue en bois
wooden_spear,Lance en bois
wool,Laine
wool_cloth,Tissu de laine
wool_clothing,Vêtements en laine
wool_yarn,Fil de laine
work,Travailler
workers,Ouvriers
workshop,Atelier
world_name,Nom du monde
world_seed,World seed
world_settings,Paramètres du monde
world_size,Taille du monde
world_with_that_name_already_exists,Un monde avec ce nom existe déjà
woven_clothing,Vêtement tissé
x_died_from_the_cold,{0} est mort de froid
x_died_of_old_age,{0} est mort de vieillesse
x_died_of_starvation,{0} est mort de faim
x_got_the_y_effect,{0} a reçu l'effet {1}
x_is_already_assigned_to_another_hut,{0} is already assigned to another hut
x_is_already_assigned_to_this_hut,{0} is already assigned to this hut
yarn,Fil
сut_automatically_description,Tailler automatiquement la plante après sa pleine croissance
