key,translation
dry_manure_fuel,乾糞燃料
dry_meat,肉乾
dry_skin,乾皮革
durability,耐久
duration_x_hours,持續時間: {0:0.0} 小時
duration_x_minutes,持續時間: {0} 分鐘
edge_scrolling_camera,邊緣滾動相機
effects,影響
efficiency,效率
enable_all,全部啟用
energy,體力
energy_available,可用能量
energy_consumer,能量消耗
energy_consumption,能量消耗
energy_output,能量輸出
energy_production,Energy production
energy_source,能量來源
energy_type,能源類型
equip,裝備
equipment,Equipment
exit_to_desktop,回到桌面
exit_to_main_menu,回到主選單
experience_points,經驗值
farm_plot,農地
farming,農耕
felling,砍伐
fermenting_pot,釀造罐
fertilize,施肥
fertilizer,肥料
fertilizers,肥料
fertilizing,施肥
fiber,纖維
fish_trap,魚簍
fishing,捕魚
fishing_place,捕魚點
fishing_rod,釣竿
flatbread,麵餅
flax,亞麻
floor,地板
flour,麵粉
flowers,花朵
food,食物
food_dryer,乾燥架
food_drying,食品乾燥
food_poisoning,食物中毒
food_poisoning_cure,食物中毒治療藥
food_storage_hut,食物倉庫
food_storage_hut_description,"用來儲存食物,延長食物的保鮮期。"
free_up,Free up
freshness,新鮮
fuel,燃料
fullscreen,全螢幕
future,未來
game_finished,遊戲結束
game_menu,遊戲選單
gas,煤氣
gather,收集
gathering,收集
grain_processing,穀物加工
grape,葡萄
grape_bush,葡萄藤
grave,墳墓
growth_progress,成長進度
growth_speed,成長速度
happiness,幸福
harvesting,採收
has_joined_your_settlement,{0} 已加入你的聚落。
hauling,搬運
hay,乾草
haystack,乾草垛
haystack_description,存放乾草。
health,健康
hearth,石爐
herbalist_table,製藥桌
herbalist_table_description,製造原始的藥物。
honey,蜂蜜
honeycomb,蜂巢板
horse,馬
hours,小時
hunger,飢餓
hunt,狩獵
hunting,狩獵
hut,房屋
information,Information
ingredients,原料
inventory,Inventory
iron,鐵錠
iron_age,鐵器時代
iron_axe,鐵斧
iron_bloom,鐵坯
iron_deposit,鐵礦床
iron_harpoon,鐵魚叉
iron_hoe,鐵鋤頭
iron_ore,鐵礦
iron_pick,鐵鎬
iron_sickle,鐵鐮刀
iron_smelting,冶煉鐵礦
iron_smithy,鐵鍛造場
iron_spear,鐵矛
irrigate,澆水
irrigation,澆水
irrigation_canals,水渠
items,物品
kiln,陶窯
kinetic,動力學
knowledge,知識
knowledge_points,知識點數
knowledge_table,研究桌
language,語言
language_change_warning,請重新啟動遊戲使變更生效。
language_name,Traditional Chinese
learning,研究
leather,熟皮革
leather_outfit,皮革衣服
left_click,左鍵
level,等級
light,照明
load_game,載入遊戲
low_light,照明不足
mammoth,猛瑪象
manure,糞便
manure_drying_area,Manure drying area
manure_drying_area_description,Used for drying manure
mealing_stone,石磨盤
mealing_stone_description,用於加工穀物和種子。
mechanical_crusher,破碎機
mechanical_millstone,機械石磨
mechanisms,機械
medicine,醫藥
melee_damage,近戰傷害
mesolithic,中石器時代
metallurgy,冶煉
millstone,石磨
mine,開採
mine_description,在周圍產出可開採的資源。
mine_mine,礦井
mining,開採
moderate,溫和
moisture,水分
mortar_and_pestle,石臼和杵
mouflon,摩弗倫羊
movement_speed,移動速度
mudbrick,泥磚
mudbrick_dryer,泥磚乾燥處
mudbrick_floor,泥磚地板
mudbrick_hut,泥磚屋
mudbrick_wall,泥磚牆
music_volume,音樂音量
name,名字
neolithic,新石器時代
new_game,新遊戲
new_settlers,新的居民
new_settlers_arrived,新的居民已抵達。
new_technologies_available,可解鎖新技術。
noria,鏟輪水車
noria_description,從井中取水並引導其通過水渠。
number_of_fish,魚的數量
number_of_uses,使用次數
nutrition,營養
oak,橡樹
oil_lamp,油燈
oil_lamp_description,使用油或動物脂肪照明。
old,老年
open,開
open_game_data_folder,開啟遊戲資料夾
oven,窯爐
paleolithic,舊石器時代
palisade,柵欄
paste,貼上
pause,暫停
pea,豌豆
pea_seeds,豌豆種子
pea_soup,豌豆湯
peaceful_mode,和平模式
peas,豆子
pemmican,乾肉餅
per_day,每天
pets,寵物
pig,豬
plant,植物
planting,種植
plowing,耕作
point_of_entry_to_a_space_which_is_enclosed_by_walls,被牆壁包圍的空間出入口。
pot_of_beer,一罐啤酒
pot_of_honey,一罐蜂蜜
pot_of_mead,一罐蜂蜜酒
pot_of_milk,一罐奶
pot_of_water,一罐水
pot_of_wine,一罐葡萄酒
pottery,陶器
pregnancy,懷孕
primitive_animal_dwelling,原始的畜欄。
primitive_dwelling,原始的住所。
primitive_medicine,原始醫學
primitive_school_description,用來獲得知識點數。
priority,優先度
production,生產
production_limit,產量限制
productivity,產量
progress,進展
projectile_speed,射擊速度
protects_against_low_temperatures,防止低溫。
rain,下雨
raisin,葡萄乾
raisin_buns,葡萄乾麵包
ranching,畜牧
range_damage,遠攻傷害
ration,食物配給
raw_fish,生魚
raw_meat,生肉
raw_skin,生皮革
recharge_time,再生時間
recipe,配方
recipes,配方
remove_equipment,Remove equipment
rename,改名
repeat,重複
repeat_until_production_limits_are_reached,生產至數量上限。
required,需要
required_technology,需要科技研究
resource,資源
resources,資源
rest,休息
result,結果
resume,回到遊戲
return_to_the_future,回到未來
right_click,右鍵
satiety,飽腹
save,儲存
season,季節
seeds,種子
selling,販賣
settlement,Settlement
settler_corpse,居民屍體
settlers,居民
sheaf_of_barley,一捆大麥
sheep,綿羊
shelf_life,保鮮期
shelf_life_of_products,保存期限
show_resource_in_the_general_list,顯示清單上的所有資源。
side_item,Side item
skin_drying_rack,晾皮架
skin_tent,皮製帳篷
skins_outfit,皮製衣服
slaughter,屠宰
sleep,睡眠
sleeping,睡眠
sleeping_on_the_ground,睡在地上
sling,投石索
soil,土壤
sound_volume,音量
sowing,播種
spawn_time,產出時間
speed,速度
spinning,紡紗
spinning_wheel,紡車
spoilage_rate,腐敗度
spoiled,變質
spring,春
spruce,Spruce
stick_hut,簡陋小屋
stockpile,儲存
stone,石材
stone_axe,石斧
stone_deposit,石礦
stone_floor,石路
stone_harpoon,石魚叉
stone_hoe,石鋤頭
stone_pick,石鎬
stone_pieces,石塊
stone_sickle,石鐮刀
stone_spear,石矛
stone_tools,石製工具
stone_wall,石牆
stopped_due_to,因此停止: {0}
storage,貯存
stored,已儲存
strong,強烈
summer,夏
supplying,供應
tailors_workshop,裁縫工作坊
tannery,製革場
tanning,鞣製皮革
tarpan,泰班野馬
technologies,科技研究
temperature,溫度
the_settlers_are_freezing,凍僵的居民
the_settlers_are_starving,飢餓的居民
the_settlers_are_unhappy,不開心的居民
thresher,脫粒器
thresher_description,將種子與乾草分離。
threshing_floor,脫粒場
threshing_floor_description,"利用動物脫粒,分離種子與乾草。"
time,時間
time_machine,時間機器
time_machine_description,時間旅行裝置
tin_deposit,錫礦床
tin_ore,錫礦
to_do_the_job_of_x_you_need_tools,你需要 {0} 工具才能工作。
tool_type,工具種類
tools,工具
torch,火炬
torch_description,用木材照明。
total_speed,整體速度
trade,交易
trading,交易
trading_post,交易站
trading_post_assortment_update,交易站的貨物已更新！
trading_post_description,"允許購買和出售商品,每天更新一次貨物內容。"
travel_speed,移動速度
treadmill,Treadmill
treadmill_description,Converts the energy of animals and settlers into mechanical energy
turn_off_music,關閉音樂
turn_on_music,開啟音樂
unassign_from,取消指派給 {0}  
unfired_pot,未燒製的罐
used_for_automated_grinding_of_grain,利用風力研磨穀物。
used_for_coal_production,生產煤炭。
used_for_cooking,用來料理。
used_for_drying_adobe,在這裡烘乾土坯。
used_for_drying_food,"將食物曬乾,可延長保鮮期。"
used_for_drying_skins,簡單的晾乾生皮。
used_for_firing_ceramic_products,"溫度更高,可燒製陶器。"
used_for_fishing,在這裡捕魚。
used_for_forging_copper_and_bronze_tools,鍛造銅及青銅工具。
used_for_forging_iron_tools,鍛造鐵製工具。
used_for_growing_plants,種植農作物。
used_for_mining,用於開採。
used_for_quick_cooking,更快的烹煮食材。
used_for_quick_grinding_of_grain,提高研磨穀物的效率。
used_for_spinning_yarn,用於紡製紗線。
used_for_storing_resources,儲存資源。
used_for_tanning_skins,將晾乾的皮革鞣製成熟皮革。
used_to_bury_the_dead,埋葬死者。
used_to_collect_water,用來取水。
used_to_create_advanced_tools,製作進階工具。
used_to_create_primitive_tools,製作原始工具。
used_to_cross_water,用來穿越水面。
used_to_crushing_resources,用來粉碎材料。
used_to_ferment_foods,用於釀造及發酵。
used_to_grinding_and_crushing_resources,碾碎及研磨礦石。
used_to_make_clothes,製作服裝。
used_to_smelting_metals_from_its_ores,將礦石冶煉成金屬錠。
used_to_weave_cloth,將紗線紡成布料。
value,價值
view_settler,View settler
vomiting,嘔吐
wall,牆壁
wall_description,用來建造不可通過的結構。
walls,牆壁
warm_clothing,溫暖的衣服
warm_fur_clothes,保暖的毛皮衣
warm_knitted_clothes,保暖的針織衣
warm_place,溫暖的地方
warp_weighted_loom,織布機
was_killed_by,{0} 被 {1} 殺死
water_gathering_place,汲水處
weapon,武器
weaving,編織
well,水井
wild_bee_hive,野生蜂巢
wind,風速
windmill,風車
windmill_description,Converts wind energy into mechanical energy
windowed,視窗化
winter,冬
winter_cold,寒流
wolf,狼
wolf_domestication,馴化野狼
wood,木材
wood_pieces,木片
woodcutting,伐木
wooden_cart,木車
wooden_gate,木門
wooden_harpoon,木魚叉
wooden_plow,木犁
wooden_spear,木矛
wool,羊毛
wool_cloth,羊毛布料
wool_clothing,羊毛衣服
wool_yarn,羊毛線
work,工作
workers,工作者
workshop,工作坊
world_name,世界名稱
world_settings,世界設定
world_size,世界規模
world_with_that_name_already_exists,已存在同名世界。
woven_clothing,編織服裝
x_died_from_the_cold,{0} 冷死
x_died_of_old_age,{0} 老死
x_died_of_starvation,{0} 餓死
x_got_the_y_effect,{0} 得到 {1} 效果
x_is_already_assigned_to_another_hut,{0} is already assigned to another hut
x_is_already_assigned_to_this_hut,{0} is already assigned to this hut
yarn,紗線
сut_automatically_description,自動收割成熟植物。
